unique_ID,SMILES,InChI,pka_type,pka_value,T,remarks,method,assessment,ref,ref_remarks,entry_remarks,original_IUPAC_names,name_contributors,num_name_contributors,original_IUPAC_nicknames,source,pressure,acidity_label,original_T,solvent
perrin177,CCN(CC)CCCC#N,"InChI=1S/C8H16N2/c1-3-10(4-2)8-6-5-7-9/h3-6,8H2,1-2H3",pKaH1,9.29,25,C=0.01,E3bg,Approximate,S75,,,"propane, 1-cyano-3-diethylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin178,CCN(CC)C(C)(C)C#N,"InChI=1S/C8H16N2/c1-5-10(6-2)8(3,4)7-9/h5-6H2,1-4H3",pKaH1,9.13,25,C=0.01,E3bg,Approximate,S75,,,"propane, 2-cyano-2-diethylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
serjeant4388,CCN(CC)CC(=NO)C(C)=O,"InChI=1S/C8H16N2O2/c1-4-10(5-2)6-8(9-12)7(3)11/h12H,4-6H2,1-3H3",pKaH1,6.9,25,"C=0.0025-0.005, I=0.1(KNO3) (probably a mixed constant)",E,,U9,,,"2-Butanone, 4-diethylamino-3-hydroxyimino-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,AH,,
perrin3219,CC(C)C[C@H](NC(=O)CN)C(=O)O,"InChI=1S/C8H16N2O3/c1-5(2)3-6(8(12)13)10-7(11)4-9/h5-6H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)/t6-/m0/s1",pKaH1,3.18,25,"(m), I=0.01 to 0.05",E1a,Reliable,K29,Thermodynamic quantities are derived from the results,,"leucine, glycyl-","['OPSIN_name1', 'chemaxon_name1', 'pubchem_name1', 'pubchem_nickname']",4,,perrin,,AH,,
perrin3168,CC(C)C[C@H](N)C(=O)NCC(=O)O,"InChI=1S/C8H16N2O3/c1-5(2)3-6(9)8(13)10-4-7(11)12/h5-6H,3-4,9H2,1-2H3,(H,10,13)(H,11,12)/t6-/m0/s1",pKaH1,3.25,25,I=0.005,E3bg,Approximate,D10,,,"glycine, leucyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin_supp4980,CCN1CCCC(C)C1,"InChI=1S/C8H17N/c1-3-9-6-4-5-8(2)7-9/h8H,3-7H2,1-2H3",pKaH1,10.33,25,"C=0.005M, value probably low",E3bg,Uncertain,L2a,,,"piperidine, 1-ethyl-3-methyl-","['OPSIN_name1', 'chemaxon_name1', 'pubchem_name1']",3,,perrin_supp,,AH,,
perrin_supp4981,CCN1CCC(C)CC1,"InChI=1S/C8H17N/c1-3-9-6-4-8(2)5-7-9/h8H,3-7H2,1-2H3",pKaH1,10.28,25,"C=0.005M, value probably low",E3bg,Uncertain,L2a,,,"piperidine, 1-ethyl-4-methyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin992,CCN1CCCCC1C,"InChI=1S/C8H17N/c1-3-9-7-5-4-6-8(9)2/h8H,3-7H2,1-2H3",pKaH1,10.66,25,I=0.01,E3ah,Approximate,H16,,,"piperidine, 1-ethyl-2-methyl-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5,,perrin,,AH,,
perrin_supp4987,CC(C)C1CCNCC1,"InChI=1S/C8H17N/c1-7(2)8-3-5-9-6-4-8/h7-9H,3-6H2,1-2H3",pKaH1,10.85,25,"C=0.005M, value probably low",E3bg,Uncertain,L2a,,,"piperidine, 4-isopropyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin_supp4986,CC(C)C1CCCNC1,"InChI=1S/C8H17N/c1-7(2)8-4-3-5-9-6-8/h7-9H,3-6H2,1-2H3",pKaH1,10.75,25,"C=0.005M, value probably low",E3bg,Uncertain,L2a,,,"piperidine, 3-isopropyl-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4,,perrin_supp,,AH,,
perrin_supp4999b,CN1[C@H](C[C@@H](CC1)C)C,"InChI=1S/C8H17N/c1-7-4-5-9(3)8(2)6-7/h7-8H,4-6H2,1-3H3/t7-,8+/m1/s1",pKaH1,10.37,25,"trans-isomer C=0.005M, value probably low",E3bg,Uncertain,L2a,,,"piperidine, 1,2,4-trimethyl-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1']",3,,perrin_supp,,AH,,
perrin_supp4999a,CN1[C@H](C[C@H](CC1)C)C,"InChI=1S/C8H17N/c1-7-4-5-9(3)8(2)6-7/h7-8H,4-6H2,1-3H3/t7-,8-/m0/s1",pKaH1,10.09,25,"cis-isomer, C=0.005M, value probably low",E3bg,Uncertain,L2a,,,"piperidine, 1,2,4-trimethyl-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1']",3,,perrin_supp,,AH,,
perrin_supp5002a,CN1C[C@H](C[C@H](C1)C)C,"InChI=1S/C8H17N/c1-7-4-8(2)6-9(3)5-7/h7-8H,4-6H2,1-3H3/t7-,8+",pKaH1,10,25,"cis-isomer, C=0.005M. value probably low",E3bg,Uncertain,L2a,,,"piperidine, 1,3,5-trimethyl-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4,,perrin_supp,,AH,,
perrin_supp5002b,CN1C[C@H](C[C@@H](C1)C)C,"InChI=1S/C8H17N/c1-7-4-8(2)6-9(3)5-7/h7-8H,4-6H2,1-3H3/t7-,8-/m0/s1",pKaH1,9.99,25,"trans-isomer, C=0.005M. value probably low",E3bg,Uncertain,L2a,,,"piperidine, 1,3,5-trimethyl-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4,,perrin_supp,,AH,,
perrin_supp5000a,CN1[C@H](CCC[C@H]1C)C,"InChI=1S/C8H17N/c1-7-5-4-6-8(2)9(7)3/h7-8H,4-6H2,1-3H3/t7-,8+",pKaH1,10.49,25,"cis-isomer, C=0.005M, value probably low",E3bg,Uncertain,L2a,,,"piperidine, 1,2,6-trimethyl-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4,,perrin_supp,,AH,,
perrin_supp5000b,CN1[C@H](CCC[C@@H]1C)C,"InChI=1S/C8H17N/c1-7-5-4-6-8(2)9(7)3/h7-8H,4-6H2,1-3H3/t7-,8-/m0/s1",pKaH1,10.64,25,"trans-isomer, C=0.005M, value probably low",E3bg,Uncertain,L2a,,,"piperidine, 1,2,6-trimethyl-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4,,perrin_supp,,AH,,
perrin_supp5372,CC(C)CN1CCCC1,"InChI=1S/C8H17N/c1-8(2)7-9-5-3-4-6-9/h8H,3-7H2,1-2H3",pKaH1,10.38,25,,E3bg,Uncertain,S48,,,"pyrrolidine, 1-isobutyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin_supp5371,CC(C)(C)N1CCCC1,"InChI=1S/C8H17N/c1-8(2,3)9-6-4-5-7-9/h4-7H2,1-3H3",pKaH1,11.13,25,"I=0.2(NaCl), ""mixed"" constant",E3bg,Approximate,R22a,,,"pyrrolidine, N-t-butyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin366,CN(C)C1CCCCC1,"InChI=1S/C8H17N/c1-9(2)8-6-4-3-5-7-8/h8H,3-7H2,1-2H3",pKaH1,10.72,25,No details,,Uncertain,M58,,,"cyclohexane, dimethylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin_supp5521,CC(C)CN1CCOCC1,"InChI=1S/C8H17NO/c1-8(2)7-9-3-5-10-6-4-9/h8H,3-7H2,1-2H3",pKaH1,7.82,25,,E3bg,Uncertain,S48,,,"morpholine, N-isobutyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin367,CN(C)C1CCCCC1O,"InChI=1S/C8H17NO/c1-9(2)7-5-3-4-6-8(7)10/h7-8,10H,3-6H2,1-2H3",pKaH1,10.32,25,C=0.15,E3dh,Approximate,M59,,,"cyclohexane, 1-dimethylamino-2-hydroxy-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin_supp7695,CCOC(=O)[C@@H](N)CC(C)C,"InChI=1S/C8H17NO2/c1-4-11-8(10)7(9)5-6(2)3/h6-7H,4-5,9H2,1-3H3/t7-/m0/s1",pKaH1,7.66,25,Corrected from I=0.1(kc1); 0.772,E3bg,Approximate,H26,Thermodynamic quantities are derived from the results,,Leucine ethyl ester,"['OPSIN_name1', 'chemaxon_name1', 'pubchem_name1']",3,,perrin_supp,,AH,,
perrin_supp4032,CCCC(=O)OCCN(C)C,"InChI=1S/C8H17NO2/c1-4-5-8(10)11-7-6-9(2)3/h4-7H2,1-3H3",pKaH1,8.31,25,C=1-3x10-3M,E3ag,Approximate,T4,,,"ethane, 1-butyryloxy-2-dimethylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin_supp7653,CCOC(=O)CN(CC)CC,"InChI=1S/C8H17NO2/c1-4-9(5-2)7-8(10)11-6-3/h4-7H2,1-3H3",pKaH1,7.82,25,C=0.02M,E3bg,Approximate,R9,,,"glycine, ethyl ester, N,N-diethyl-","['OPSIN_name1', 'manual_only_one']",2,,perrin_supp,,AH,,
perrin_supp4126,CCC(=O)OC(C)CN(C)C,"InChI=1S/C8H17NO2/c1-5-8(10)11-7(2)6-9(3)4/h7H,5-6H2,1-4H3",pKaH1,8.26,25,C=1-3x10-3M,E3ag,Approximate,T4,,,1-dimethylamino-2-propionyloxy- Propane,"['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin_supp7635,COCCN(CCOC)CC(=O)O,"InChI=1S/C8H17NO4/c1-12-5-3-9(4-6-13-2)7-8(10)11/h3-7H2,1-2H3,(H,10,11)",pKaH1,1.89,25,C=0.02M,E3bg,Approximate,R9,,,"glycine, N,N-bis(2-methoxyethyl) -","['chemaxon_name1', 'manual_only_one']",2,,perrin_supp,,AH,,
perrin1358,CN(C)CCN1CCCC1,"InChI=1S/C8H18N2/c1-9(2)7-8-10-5-3-4-6-10/h3-8H2,1-2H3",pKaH1,9.439,25,"C~0.03, I=0.04 to 0.2","E3bg, R4",Approximate,F36,,,"pyrrolidine, 1-(2-dimethylamino)ethyl-",['manual_no_smiles'],1,,perrin,,AH,,
perrin_supp4228,NCCNCC1CCCC1,"InChI=1S/C8H18N2/c9-5-6-10-7-8-3-1-2-4-8/h8,10H,1-7,9H2",pKaH1,10.41,25,"I=0.1(KCl), ""mixed"" constants",E3bg,Approximate,K36,,,"cyclopentane, aminoethylaminomethyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin313,CCCCCCCCN,"InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3",pKaH1,10.65,25,"C=0.0008 to 0.02, extrapolation from water, ethanol mixtures",C2,Approximate,H52,,,"octane, 1-amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin314,CCCCCCC(C)N,"InChI=1S/C8H19N/c1-3-4-5-6-7-8(2)9/h8H,3-7,9H2,1-2H3",pKaH1,10.49,25,C=0.02,E3dg,Approximate,D24,,,"octane, 2-amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin246,CCCCNCCCC,"InChI=1S/C8H19N/c1-3-5-7-9-8-6-4-2/h9H,3-8H2,1-2H3",pKaH1,11.25,25,C=0.01,E3dg,Approximate,G21,, Other measurements: R38,"butane, 1-butylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin311,CCCCCC(C)NC,"InChI=1S/C8H19N/c1-4-5-6-7-8(2)9-3/h8-9H,4-7H2,1-3H3",pKaH1,10.82,25,C=0.005,E3dg,Approximate,G21,,,"heptane, 2-methylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin308,CCCCCC(C)(C)N,"InChI=1S/C8H19N/c1-4-5-6-7-8(2,3)9/h4-7,9H2,1-3H3",pKaH1,10.56,25,C=0.01,E3dg,Approximate,G21,,,"heptane, 2-amino-2-methyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin_supp4150,CCC(C)NC(C)CC,"InChI=1S/C8H19N/c1-5-7(3)9-8(4)6-2/h7-9H,5-6H2,1-4H3",pKaH1,10.91,25,,E3b,Approximate,C16,,,"butane, 2-sec-butylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin309,CC(C)CCCC(C)N,"InChI=1S/C8H19N/c1-7(2)5-4-6-8(3)9/h7-8H,4-6,9H2,1-3H3",pKaH1,10.28,25,C=0.0006 to 0.002,E3d,Uncertain,L14,,,"heptane, 2-amino-6-methyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin281,CC(C)(C)CC(C)(C)N,"InChI=1S/C8H19N/c1-7(2,3)6-8(4,5)9/h6,9H2,1-5H3",pKaH1,10.73,25,C=0.01,E3dg,Approximate,G21,,,"pentane, 2-amino-2,4,4-trimethyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin_supp4149,CCCCN(CCO)CCO,"InChI=1S/C8H19NO2/c1-2-3-4-9(5-7-10)6-8-11/h10-11H,2-8H2,1H3",pKaH1,8.89,25,"I=0-0.1, extrapolated to I=0",E3dg,Approximate,C15,Thermodynamic quantities are derived from the results,,"butane, 1-(bis-2-hydroxyethyl)amino-","['chemaxon_name1', 'manual_only_one']",2,,perrin_supp,,AH,,
perrin_supp4133,CCCN(CCO)CC(C)O,"InChI=1S/C8H19NO2/c1-3-4-9(5-6-10)7-8(2)11/h8,10-11H,3-7H2,1-2H3",pKaH1,8.9,25,I=0.06,E3bg,Uncertain,P18,,,"propane, 2-hydroxy-1-(2-hydroxyethyl-N-propyl)amino-","['chemaxon_name1', 'manual_only_one']",2,,perrin_supp,,AH,,
perrin_supp4164,CCC(O)CN(CC)CCO,"InChI=1S/C8H19NO2/c1-3-8(11)7-9(4-2)5-6-10/h8,10-11H,3-7H2,1-2H3",pKaH1,9.1,25,I=0.06,E3bg,Uncertain,P18,,,"butane, 1-(N-ethyl-2-hydroxyethyl)amino-2-hydroxy-","['chemaxon_name1', 'manual_only_one']",2,,perrin_supp,,AH,,
perrin_supp4171,CCC(O)CN(C)CC(C)O,"InChI=1S/C8H19NO2/c1-4-8(11)6-9(3)5-7(2)10/h7-8,10-11H,4-6H2,1-3H3",pKaH1,8.9,25,I=0.06,E3bg,Uncertain,P18,,,"butane, 2-hydroxy-1-(2-hydroxypropyl-N-methyl)amino-",['manual_no_smiles'],1,,perrin_supp,,AH,,
perrin_supp4110,CC(C)CN(CCO)CCO,"InChI=1S/C8H19NO2/c1-8(2)7-9(3-5-10)4-6-11/h8,10-11H,3-7H2,1-2H3",pKaH1,9.07,25,"I=0-0.1, extrapolated to I=01",E3dg,Approximate,C15,Thermodynamic quantities are derived from the results,,"propane, 1-(bis-2-hydroxyethyl)amino-2-methyl-","['chemaxon_name1', 'manual_only_one']",2,,perrin_supp,,AH,,
perrin234,CCN(CC)CCCCN,"InChI=1S/C8H20N2/c1-3-10(4-2)8-6-5-7-9/h3-9H2,1-2H3",pKaH1,10.3,25,"C=0.0004, equation for calculating only approximate",E3bg,Uncertain,G3,,,"butane, 1-amino-4-diethylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin89,CCCNCCNCCC,"InChI=1S/C8H20N2/c1-3-5-9-7-8-10-6-4-2/h9-10H,3-8H2,1-2H3",pKaH1,10.27,25,"I=0.65, ""mixed"" constants",E3bg,Approximate,B23,,,"ethane, 1,2-bispropylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin87,CC(C)NCCNC(C)C,"InChI=1S/C8H20N2/c1-7(2)9-5-6-10-8(3)4/h7-10H,5-6H2,1-4H3",pKaH1,10.4,25,"I=0.65, ""mixed"" constants",E3bg,Approximate,B23,,,"ethane, 1,2-bisisopropylamino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin_supp4014,NCCNCCNCCNCCN,"InChI=1S/C8H23N5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h11-13H,1-10H2",pKaH1,9.68,25,"I=0.1 (KCl),  ""mixed"" constants",E3bg,Approximate,P7,,,"ethane, 1-(2-aminoethyl)amino-2-[2-(2-aminoethyl)aminoethyl]amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin51,NCCNCCNCC(N)CCN,"InChI=1S/C8H23N5/c9-2-1-8(11)7-13-6-5-12-4-3-10/h8,12-13H,1-7,9-11H2",pKaH1,9.92,25,,"E3bg, R3f",Approximate,J14,,,"ethane, 1-(2-aminoethyl)amino-2-[2-(2-aminoethyl)-aminoethyl]amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin_supp6625,O=[N+]([O-])c1ccc2[nH]ccc2c1,"InChI=1S/C8H6N2O2/c11-10(12)7-1-2-8-6(5-7)3-4-9-8/h1-5,9H",pKaH1,-7.4,25,"HI scale, in aq. H2SO4 solutions",O6,Uncertain,H37,,,"indole, 5-nitro-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4,,perrin_supp,,AH,,H2SO4
perrin_supp6626,O=[N+]([O-])c1ccc2cc[nH]c2c1,"InChI=1S/C8H6N2O2/c11-10(12)7-2-1-6-3-4-9-8(6)5-7/h1-5,9H",pKaH1,-6.9,25,"HI scale, in aq. H2SO4 solutions",O6,Uncertain,H37,,,"indole, 6-nitro-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,H2SO4
perrin2320,Nc1cnc2ccccc2n1,"InChI=1S/C8H7N3/c9-8-5-10-6-3-1-2-4-7(6)11-8/h1-5H,(H2,9,11)",pKaH1,3.87,25,C=0.01,E3bg,Approximate,C23,,,"quinoxaline, 2-amino-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin2156,Cn1cnc2cccc([N+](=O)[O-])c21,"InChI=1S/C8H7N3O2/c1-10-5-9-6-3-2-4-7(8(6)10)11(12)13/h2-5H,1H3",pKaH1,3.25,25,"In mono-, di-, and tri-chloroacetate buffers",O5,Approximate,R19,,,"benzimidazole, 1-methyl-7-nitro-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin2155,Cn1cnc2ccc([N+](=O)[O-])cc21,"InChI=1S/C8H7N3O2/c1-10-5-9-7-3-2-6(11(12)13)4-8(7)10/h2-5H,1H3",pKaH1,3.67,25,"In mono-, di-, and tri-chloroacetate buffers",O5,Approximate,R19,,,"benzimidazole, 1-methyl-6-nitro-","['OPSIN_name1', 'chemaxon_name1', 'pubchem_name1', 'pubchem_nickname']",4,,perrin,,AH,,
perrin2154,Cn1cnc2cc([N+](=O)[O-])ccc21,"InChI=1S/C8H7N3O2/c1-10-5-9-7-4-6(11(12)13)2-3-8(7)10/h2-5H,1H3",pKaH1,3.4,25,"In mono-, di-, and tri-chloroacetate buffers",O5,Approximate,R19,,,"benzimidazole, 1-methyl-5-nitro-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin2153,Cn1cnc2c([N+](=O)[O-])cccc21,"InChI=1S/C8H7N3O2/c1-10-5-9-8-6(10)3-2-4-7(8)11(12)13/h2-5H,1H3",pKaH1,3.86,25,"In mono-, di-, and trichloroacetate buffers",O5,Approximate,R19,,,"benzimidazole, 1-methyl-4-nitro-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin2157,Cc1nc2cc([N+](=O)[O-])ccc2[nH]1,"InChI=1S/C8H7N3O2/c1-5-9-7-3-2-6(11(12)13)4-8(7)10-5/h2-4H,1H3,(H,9,10)",pKaH1,4.37,25,"In mono-, di-, and tri-chloroacetate buffers",O5,Approximate,R19,," Note from transcription: Naming for “Benzimidazole, 2-methyl-5-(or 6)-nitro-”","benzimidazole, 2-methyl-5(6)-nitro-","['chemaxon_name1', 'manual_only_one']",2,,perrin,,AH,,
perrin_supp7906,Cc1c([N+](=O)[O-])cc(C(N)=O)cc1[N+](=O)[O-],"InChI=1S/C8H7N3O5/c1-4-6(10(13)14)2-5(8(9)12)3-7(4)11(15)16/h2-3H,1H3,(H2,9,12)",pKaH1,-2.77,25,"In aq. HCl solutions, HA scale",O6,Uncertain,Y6,,,"benzamide, 3,5-dinitro-4-methyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,HCl
perrin3431,CC(=O)c1ccc([N+](=O)[O-])cc1,"InChI=1S/C8H7NO3/c1-6(10)7-2-4-8(5-3-7)9(11)12/h2-5H,1H3",pKaH1,-7.94,25,In aq. H2SO4 solutions,O6,Uncertain,S78,,,"acetophenone, p-nitro-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,H2SO4
perrin3430,CC(=O)c1cccc([N+](=O)[O-])c1,"InChI=1S/C8H7NO3/c1-6(10)7-3-2-4-8(5-7)9(11)12/h2-5H,1H3",pKaH1,-7.62,25,In aq. H2SO4 solutions,O6,Uncertain,S78,,,"acetophenone, m-nitro-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,H2SO4
perrin_supp4852,N#Cc1ccc(CN)cc1,"InChI=1S/C8H8N2/c9-5-7-1-2-8(6-10)4-3-7/h1-4H,5,9H2",pKaH1,8.52,25,,O2,Uncertain,B53,,,"benzylamine, 4-cyano-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,
perrin_supp4260,CC(=O)c1ccc(N)c([N+](=O)[O-])c1,"InChI=1S/C8H8N2O3/c1-5(11)6-2-3-7(9)8(4-6)10(12)13/h2-4H,9H2,1H3",pKaH1,-2.85,25,In aq. HClO4,O6,Uncertain,S16,,,"aniline, 4-acetyl-2-nitro-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,HClO4
perrin_supp4482,COC(=O)c1ccc(N)c([N+](=O)[O-])c1,"InChI=1S/C8H8N2O4/c1-14-8(11)5-2-3-6(9)7(4-5)10(12)13/h2-4H,9H2,1H3",pKaH1,-2.61,25,In aq. HClO4 solutions,O6,Uncertain,S16,,,"aniline, 4-methoxycarbonyl-2-nitro-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,HClO4
perrin3271,O=C(O)CNc1cccc([N+](=O)[O-])c1,"InChI=1S/C8H8N2O4/c11-8(12)5-9-6-2-1-3-7(4-6)10(13)14/h1-4,9H,5H2,(H,11,12)",pKaH1,0.06,25,C=4x10-4,O6,Approximate,S41,,,"phenylglycine, m-nitro-","['OPSIN_name1', 'manual_only_one']",2,,perrin,,AH,,
perrin_supp4397,CN(C)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],"InChI=1S/C8H8N4O6/c1-9(2)8-6(11(15)16)3-5(10(13)14)4-7(8)12(17)18/h3-4H,1-2H3",pKaH1,-4.98,25,"Ho scale, aq. H2SO4 solutions",O6,Uncertain,Y8,,,"aniline, N,N-dimethyl-2,4,6-trinitro-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin_supp,,AH,,H2SO4
perrin2113,Cn1cnc2cc(N)ccc21,"InChI=1S/C8H9N3/c1-11-5-10-7-4-6(9)2-3-8(7)11/h2-5H,9H2,1H3",pKaH1,6.31,25,"C=0.01, as dihydrochloride",E3bg,Approximate,D14,,,"benzimidazole, 5-amino-1-methyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,25+1,
perrin1433,c1ccc(C2=NCCN2)nc1,"InChI=1S/C8H9N3/c1-2-4-9-7(3-1)8-10-5-6-11-8/h1-4H,5-6H2,(H,10,11)",pKaH1,8.98,25,I=0.005,E3bg,Approximate,H28,Thermodynamic quantities are derived from the results," For pKs of S,S'-alkylenebis(2-thio-4,5-imidazolinium)dihalides in 50% ethanol  see ref. W40","2-Imidazoline, 2-(2-pyridyl)- Δ-",['manual_no_smiles'],1,,perrin,,AH,,
perrin2114,Cc1nc2cc(N)ccc2[nH]1,"InChI=1S/C8H9N3/c1-5-10-7-3-2-6(9)4-8(7)11-5/h2-4H,9H2,1H3,(H,10,11)",pKaH1,6.77,25,"C=0.005, as dihydrochloride",E3bg,Approximate,D14,,,"benzimidazole, 5-amino-2-methyl-",['manual_inconsistent'],1,,perrin,,AH,25+1,
perrin509,CN(C)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],"InChI=1S/C8H9N3O4/c1-9(2)7-4-3-6(10(12)13)5-8(7)11(14)15/h3-5H,1-2H3",pKaH1,-1,25,From overlap in sulphuric acid solutions,O6,Approximate,B19,,,"aniline, N,N-dimethyl-2,4-dinitro-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5,,perrin,,AH,,sulphuric acid
perrin1871,Cc1cccc(-n2nnnc2N)c1,"InChI=1S/C8H9N5/c1-6-3-2-4-7(5-6)13-8(9)10-11-12-13/h2-5H,1H3,(H2,9,10,12)",pKaH1,1.08,25,Estimated from results in glacial acetic acid,E3bg,Uncertain,R27,,,"tetrazole, 5-amino-1-(m-tolyl)-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,25+2,
perrin1870,Cc1ccccc1-n1nnnc1N,"InChI=1S/C8H9N5/c1-6-4-2-3-5-7(6)13-8(9)10-11-12-13/h2-5H,1H3,(H2,9,10,12)",pKaH1,1.23,25,Estimated from results in glacial acetic acid,E3bg,Uncertain,R27,,,"tetrazole, 5-amino-1-(o-tolyl)-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,25+2,
perrin1861,Nc1nnnn1Cc1ccccc1,"InChI=1S/C8H9N5/c9-8-10-11-12-13(8)6-7-4-2-1-3-5-7/h1-5H,6H2,(H2,9,10,12)",pKaH1,1.44,25,Estimated from results in glacial acetic acid,E3bg,Uncertain,R27,,,"tetrazole, 5-amino-1-benzyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,25+2,
perrin392,CC(=O)c1ccc(N)cc1,"InChI=1S/C8H9NO/c1-6(10)7-2-4-8(9)5-3-7/h2-5H,9H2,1H3",pKaH1,2.75,25,Predicted from measurements in glacial acetic acid,,Uncertain,H9,,,"aniline, 4-acetyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin391,CC(=O)c1cccc(N)c1,"InChI=1S/C8H9NO/c1-6(10)7-3-2-4-8(9)5-7/h2-5H,9H2,1H3",pKaH1,3.6,25,"“Mixed” constant, I not stated",E3bg,Uncertain,V1,,,"aniline, 3-acetyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin390,CC(=O)c1ccccc1N,"InChI=1S/C8H9NO/c1-6(10)7-4-2-3-5-8(7)9/h2-5H,9H2,1H3",pKaH1,2.4,25,"“Mixed” constant, I not stated",E3bg,Uncertain,V1,,,"aniline, 2-acetyl-","['OPSIN_name1', 'chemaxon_name1']",2,,perrin,,AH,,
perrin_supp7539,COC(=O)c1ccc(N)cc1,"InChI=1S/C8H9NO2/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5H,9H2,1H3",pKaH1,2.5,25,C=0.002-0.04M,E3bg,Approximate,C19,,,4-Aminobenzoic acid methyl ester,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1']",4,,perrin_supp,,AH,,
